student-id,dosage,pre-test,post-test
778154,0.3,93,67
544455,0.66,26,20
141656,0.81,56,27
349448,0.75,37,100
196169,0.83,12,96
586902,0.94,98,77
863510,0.31,43,78
968898,0.52,58,27
848067,0.91,33,68
725381,0.58,45,74
148805,0.61,88,7
900240,0.36,76,81
278239,0.89,61,14
566140,0.59,94,89
318605,0.82,51,19
792333,0.18,9,8
490223,0.42,24,7
248449,0.94,19,45
714634,0.33,61,9
655495,0.68,92,11
319400,0.34,22,56
364947,0.17,28,32
841416,0.43,76,79
593945,0.15,67,27
555993,0.04,41,57
498067,0.15,35,36
966479,0.45,0,62
368847,0.3,77,14
156962,0.38,44,14
121120,0.34,79,21
481653,0.95,8,54
741843,0.87,80,19
377603,0.21,39,76
532118,0.99,53,16
985890,0.26,3,8
101074,0.04,16,24
270625,0.57,57,10
806552,0.46,36,36
867739,0.83,7,28
756076,0.99,22,2
306246,0.86,63,81
956214,0.75,53,44
122282,0.88,5,90
773292,0.4,85,71
889550,0.51,59,92
732670,0.02,43,41
872390,0.2,35,83
476516,0.8,14,56
728459,0.59,37,37
581930,0.5,57,24
685115,0.11,4,52
846084,0.43,28,2
167429,0.5,48,51
897510,0.12,29,96
332941,0.92,91,6
457327,0.6,84,11
675620,0.42,25,8
324842,0.09,56,90
903500,0.02,42,92
573585,0.69,100,72
560801,0.35,79,61
879054,0.37,55,65
808328,0.15,2,37
968116,0.34,56,11
461363,1,98,85
525192,0.01,9,61
919538,0.49,47,50
101051,0.27,46,47
331819,0.38,42,42
631880,0.83,11,71
681158,0.37,37,70
521968,0.51,28,71
805188,0.22,20,24
256238,0.45,45,18
484666,0.5,55,90
255807,0.72,25,87
731024,0.16,28,20
867876,0.22,6,69
791031,0.54,84,58
761423,0.99,12,32
841222,0.75,39,11
915696,0.08,93,53
267932,0.74,19,97
501269,0.37,3,14
982818,0.81,74,56
234545,0.13,90,27
626567,0.31,51,27
451625,0.01,85,87
499719,0.6,52,53
256852,0.35,59,26
345445,0.88,18,54
180762,0.63,86,46
917950,0.27,6,14
226686,0.12,17,1
229867,0.78,2,30
632202,1,54,39
825247,0.88,71,57
698253,0.15,95,56
629799,0.78,78,37
812491,0.32,61,67
446792,0.63,7,55
340445,0.41,22,88
300299,0.56,96,57
529195,0.41,19,63
549787,0.39,75,15
653635,0.96,38,34
172262,0.67,68,73
460693,0.95,4,63
559127,0.13,66,10
873305,0.8,88,59
282460,0.02,2,95
872075,0.22,98,43
619203,0.3,33,36
289221,0.19,17,19
740064,0.9,78,26
266242,0.88,15,12
245164,0.92,31,43
264594,0.75,30,25
433649,0.52,12,3
386608,0.74,72,86
940113,0.82,60,63
900398,0.89,55,37
969274,0.92,84,56
507654,0.96,64,69
356898,0.25,19,85
602507,0.92,21,35
432356,0.19,6,55
884437,0.81,18,12
397497,0.31,82,39
419138,0.61,81,17
643158,0.21,54,100
651611,0.85,82,97
398612,0.25,17,41
477127,0.88,60,63
346103,0.45,35,79
934617,0.39,93,27
656252,0.88,13,32
404161,0.09,84,62
584475,0,91,58
285354,0.57,12,11
844252,0.76,69,79
438034,0.02,93,61
254549,0.17,34,2
615858,0.79,71,5
726707,0.86,19,59
225322,0.38,37,91
699416,0.88,15,77
772483,0.78,65,10
840134,0.7,81,9
153722,0.16,52,51
341260,0.25,76,27
373186,0.95,90,39
139861,0.35,23,76
264396,0.1,71,26
681787,0.65,50,6
589089,0.73,10,12
660903,0.67,43,43
326863,0.47,40,34
416285,0.75,88,6
630522,0.99,69,90
341821,0.08,15,72
210926,0.62,72,33
466344,0.93,90,83
449415,0.83,2,8
872143,0.74,55,80
475672,0.74,3,94
776202,0.47,5,99
757014,0.43,74,46
260814,0.89,16,91
958253,0.05,41,90
181781,0.35,82,44
600088,0.64,99,88
137657,0.07,16,62
401836,0.46,75,59
629103,0.26,51,55
830544,0.99,89,63
126557,0.87,84,43
419302,0.94,99,56
679240,0.33,17,79
901858,0.64,49,74
320541,0.26,46,39
432713,0.39,58,9
412252,0.15,76,12
249524,0.38,47,39
907437,0.86,46,94
532351,0.47,99,0
311753,0.71,0,61
145281,0.92,43,4
715964,0.91,29,58
789533,0.2,49,53
562047,0.3,62,62
599106,0.47,82,64
224600,0.06,21,46
214488,0.98,13,35
230885,0.66,44,83
977797,0.52,60,86
615364,0.25,11,43
302805,0.94,41,67
162672,0.93,39,88
186640,0.99,51,76
738687,0.33,93,29
375573,0.34,39,36
171256,0.49,81,1
927461,0.86,19,38
358307,0.35,85,69
922607,0.3,2,54
269652,0.8,95,0
653020,0.06,68,32
283995,0.23,77,35
864889,0.79,47,5
756904,0.25,73,72
781230,0.51,78,99
399058,0.35,22,66
954749,0.73,41,7
252269,0.73,52,58
557978,0.7,21,55
408557,0.1,50,46
558347,0.87,21,14
636811,0.44,38,100
183271,0.55,79,3
939284,0.99,43,14
567840,0.73,90,73
139605,0.9,23,66
270556,0.89,1,81
873116,0.61,98,38
996180,0.18,39,0
588537,0.13,84,83
679770,0.08,93,81
871206,0.94,76,30
128861,0.7,84,31
785501,0.21,37,47
119993,0.79,59,22
187093,0.84,59,40
746477,0.39,19,54
379603,0.39,53,49
691959,0.69,39,65
316522,0.06,66,12
960586,0.16,6,23
934345,0.62,8,88
602660,0.45,15,14
565033,0.96,44,84
526741,0.61,48,16
763081,0.85,53,62
360504,0.21,42,69
108306,0.73,36,49
290743,0.77,69,71
967529,0.87,60,4
673158,0.76,68,41
525749,0.27,95,86
323736,0.37,55,33
155038,0.24,85,79
594359,0.46,84,3
218085,0.04,10,55
673688,0.1,100,30
716353,0.51,69,92
910561,0.59,50,88
211404,0.05,7,45
938614,0.12,89,82
175843,0.27,89,50
664272,0.7,69,51
838936,0.33,51,46
848800,0.92,59,74
354632,0.94,34,19
363446,0.75,45,31
308982,0.32,17,87
989065,0.35,22,17
884751,0.07,39,61
846123,0.68,72,36
915392,0.65,80,83
184852,0.39,16,25
346689,0.2,83,8
313331,0.27,37,42
210070,0.08,29,71
676962,0.58,23,65
333907,0.19,31,0
356264,0.35,100,16
109310,0.56,14,90
225500,0.69,77,67
188325,0.61,4,78
713698,0.54,86,13
695538,1,14,17
189484,0.27,70,12
416512,0.04,25,51
696991,0.53,94,49
564098,0.64,88,91
605390,0.35,51,79
795834,0.9,99,29
714625,0.22,54,37
155556,0.44,68,86
333578,0.76,54,69
535816,0.54,46,14
784117,0.44,100,70
289081,0.75,28,58
167340,0.51,39,31
571601,0.34,87,1
624612,0.95,31,1
125048,0.09,41,39
845840,0.57,5,62
925214,0.6,28,76
774361,1,7,40
391036,0.17,10,55
195040,0.41,45,48
998974,0.4,65,88
868659,0.42,58,65
201121,0.39,96,3
789567,0.35,2,84
945768,0.77,36,92
460985,0.6,19,42
652906,0.05,56,90
548011,0.67,66,38
173479,0.33,4,78
982795,0.14,50,26
855563,0.33,86,51
979104,0.89,6,18
798890,0.98,50,52
246815,0.64,3,73
307823,0.75,14,87
824606,0.32,94,55
575177,0.72,90,99
578396,0.62,32,34
949113,0.64,57,65
829561,0.96,64,95
609787,0.92,64,41
212925,0.83,11,77
825501,0.4,23,40
633644,0.51,84,10
496539,0.38,99,70
854727,0.17,44,31
937763,0.41,8,93
974594,0.34,29,81
355909,0.62,97,61
782810,0.78,21,73
732339,0.42,31,25
820831,0.05,10,0
458455,0.79,39,29
532833,0.86,9,57
188417,0.96,94,29
918747,0.54,1,47
739281,0.63,40,56
304140,0.49,88,25
841534,0.83,75,8
894000,0.91,99,65
812844,0.19,15,22
677814,0.43,70,35
481132,0.7,65,79
127958,0.41,80,92
765638,0.99,85,29
927274,0.2,28,80
252635,0.9,82,70
219762,0.04,51,70
147501,0.54,47,57
448136,0.07,64,24
869988,0.48,94,73
630223,0.35,63,53
464617,0.82,39,33
581909,0.5,43,89
225630,0.64,61,4
875043,0.18,3,18
330441,0.86,65,40
663926,0.34,39,70
411712,0.25,74,46
218205,0.12,22,1
464506,0.86,89,51
220463,0.96,53,80
680030,0.71,39,4
454797,0.86,39,51
403015,0.45,47,85
180629,0.06,33,42
407925,0.47,88,81
986813,0.07,56,15
409961,0.27,68,29
276759,0.68,17,74
753576,0.13,87,73
911034,0.64,64,67
768941,0.42,20,5
781443,0.15,10,43
622370,0.97,39,10
303759,0.86,99,28
962178,0.86,72,51
827160,0.18,94,90
415747,0.86,93,3
857822,0.81,61,40
551943,0.85,23,22
230969,0.84,31,79
808102,0.65,15,59
730954,0.45,48,97
683135,0.81,64,84
467312,0.3,79,29
923481,0.33,80,27
163905,0.13,36,71
830254,0.08,81,6
246721,0.15,6,40
796344,0.99,85,34
256101,0.24,84,7
512315,0.55,83,47
128211,0.77,11,25
588418,0.09,8,41
639936,0.19,13,39
259244,0.96,41,31
133133,0.47,16,39
356327,0.51,1,33
660551,0.22,31,94
101407,0.89,53,47
104324,0.83,90,70
333469,0.07,79,1
188826,0.8,70,39
189944,0.44,16,31
788336,0.23,43,45
498918,0.34,75,25
959852,0.86,37,55
317658,0.61,79,70
773519,0.07,7,54
784475,0.45,73,92
622318,0.23,82,72
426947,0.61,29,66
758495,0.99,2,54
144022,0.42,59,19
663949,0.68,14,28
488650,0.51,83,26
861974,0.44,62,81
192493,0.48,70,78
454719,0.58,21,12
227471,0.83,0,16
878293,0.31,98,14
495185,0.9,79,78
774704,0.8,65,63
683793,0.87,64,23
688064,0.12,86,38
878489,0.83,9,51
553949,0.11,68,94
145616,0.74,84,42
926006,0.84,72,67
477317,0.24,32,26
928086,0.02,74,87
488051,0.85,63,72
685934,0.95,2,52
726002,0.93,78,90
370967,0.83,81,73
505315,0.38,0,63
883806,0.24,79,83
396328,0.13,18,72
328117,0.97,92,62
376571,0.13,100,90
663622,0.39,23,56
779403,0.58,35,66
819050,0.14,67,70
667350,0.04,86,12
492753,0.51,47,77
256524,0.87,38,17
318487,0.06,78,39
796458,0.34,19,99
390574,0.17,51,71
802912,0.95,43,30
447599,0.73,57,95
979249,0.23,7,91
776645,0.35,51,72
111475,0.24,11,68
320760,0.23,83,35
713429,0.53,87,27
514150,0.23,11,68
474489,0.54,55,55
179326,0.02,71,86
615147,0.55,74,70
769972,0.45,12,48
121088,0.18,63,33
515580,0.64,24,75
795225,0.33,16,58
490557,0.14,6,94
374626,0.03,93,35
744318,0.37,80,54
518635,0.4,43,43
781274,0.34,73,54
914105,0.07,89,25
774820,0.97,62,97
190057,0.29,99,11
940526,0.18,12,64
633075,0.05,83,34
724448,0.13,49,90
865012,0.8,22,65
441733,0.78,4,65
759917,0.71,43,41
660384,0.72,23,33
451559,0.06,67,7
243962,0.4,78,89
801940,0.27,1,88
679980,0.24,14,54
325222,0.07,39,20
889883,0.52,70,36
487589,0.09,24,97
492200,0.71,16,63
487191,0.39,49,28
584754,0.74,69,48
630987,0.3,71,56
893023,0.8,86,38
779259,0.6,54,87
136635,0.67,55,77
367114,0.77,24,76
662719,0.82,65,30
418328,0.21,64,41
841045,0.65,87,63
512089,0.32,65,6
452674,0.58,59,43
609315,0.82,85,76
376179,0.09,72,72
529020,0.95,39,97
713910,0.2,58,30
690384,0.21,7,54
232246,0.21,5,29
894653,0.09,89,79
517619,0.96,74,79
154722,0.21,71,82
797534,0.15,4,82
246022,0.2,8,1
738200,0.98,19,35
229069,0.07,89,52
726309,0.45,44,96
642431,0.17,13,79
163370,0.59,27,0
167559,0.72,89,26
296103,0.39,95,23
760545,0.12,71,95
971907,0.33,93,40
481098,0.39,32,70
611161,0.81,50,73
642872,0.71,99,69
793252,0.61,20,3
193095,0.33,11,17
286137,0.33,57,56
283715,0.46,56,29
613934,0.76,36,66
755043,0.22,26,72
708953,0.93,29,67
759840,0.28,7,64
769924,0.17,93,23
320993,0.06,11,72
149772,0.6,19,82
327516,0.77,29,39
947225,0.3,87,80
121270,0.84,36,90
830683,0.35,50,74
929168,0.13,28,41
268016,0.21,56,7
220811,0.48,77,83
223310,0.2,87,72
910800,0.32,72,13
942439,0.11,88,59
625544,0.36,20,68
810428,0.88,5,39
645725,0.62,60,1
596457,0.79,58,53
587348,0.3,97,55
229767,0.45,51,50
649223,0.14,48,43
554075,0.55,79,80
813346,0.15,53,35
155822,0.07,65,98
343172,0.51,15,49
957872,0.21,75,29
812822,0.58,49,23
415829,0.4,8,59
908820,0.11,45,94
573956,0.71,51,1
618623,0.97,72,3
547174,0.87,17,69
869134,0.47,3,42
122398,0.57,25,2
295634,0.47,3,11
978433,0.5,58,85
551075,0.46,96,4
492575,0.04,97,74
493795,0.36,88,74
112031,0.98,0,88
572297,0.78,10,30
826526,0.53,56,52
321591,0.73,12,40
268526,0.84,84,10
378332,0.48,0,30
248420,0.18,51,40
387291,0.08,34,74
814714,0.38,30,8
464934,0.11,73,63
596902,0.08,30,54
658809,0.74,15,18
167271,0.93,49,1
780665,0.23,97,23
644912,0.78,64,99
174556,0.74,56,38
277312,0.74,98,1
557197,0.22,34,2
683221,0.22,67,11
636381,0.81,58,27
321007,0.99,53,71
784117,0.31,95,30
710815,0.56,20,78
765631,0.21,57,11
531282,0.25,47,36
856753,0.38,80,26
665207,0.56,68,7
315224,0.28,92,67
470994,0.5,85,65
966787,0.11,85,55
395203,0.48,99,66
544640,0.06,63,11
472944,0.56,30,21
347256,0.37,6,4
861100,0.47,50,86
267264,0.84,29,36
593564,0.24,93,14
766096,0.43,92,56
408092,0.24,38,75
405800,0.95,67,95
809308,0.56,16,88
517270,0.72,61,71
744537,0.54,99,82
635055,0.7,85,45
469692,0.63,3,93
725140,0.29,10,86
631156,0.43,76,24
769500,0.32,42,40
219841,0.41,9,68
706134,0.06,53,79
484316,0.27,67,78
139747,0.24,63,88
960228,0.14,55,98
210461,0.13,21,86
504585,0.55,10,72
358919,0.92,96,89
926496,0.74,93,39
229547,0.92,100,39
632840,0.68,27,98
109157,0.1,29,2
226008,0.86,84,59
266503,0.5,83,76
338499,0.91,1,44
702608,0.61,82,74
429131,0.21,65,61
562603,0.58,13,99
804397,0.1,47,52
437446,0.09,25,29
913355,0.26,86,0
395507,0.09,52,48
915807,0.91,78,34
662629,0.26,68,86
736709,0.73,74,28
601749,0.07,81,39
721096,0.8,7,31
784355,0.84,77,42
154928,0.22,57,60
743911,0.23,72,81
118323,0.5,34,89
288822,0.3,81,0
796527,0.57,27,28
918603,0.24,36,41
703362,0.42,32,12
647885,0.1,28,33
612984,0.2,8,77
526013,0.61,44,6
886574,0.89,98,18
200481,0.65,60,5
639278,0.84,75,42
907236,0.77,66,100
542916,0.45,88,68
911116,0.65,44,92
400796,0.95,98,49
344310,0.31,97,11
260754,0.31,56,97
310102,0.05,69,64
127388,0.61,62,66
829057,0.77,64,72
119711,0.56,80,79
254295,0.79,89,22
810056,0.04,80,92
129471,0.16,49,94
821689,0.42,6,100
714951,0.73,65,79
975817,0.6,43,75
522153,0.4,92,60
340134,0.05,54,26
963465,0.44,42,50
840547,0.33,23,77
256387,0.27,28,16
647205,0.67,27,50
124340,0.24,57,52
551361,0.49,84,11
995563,0.84,18,48
930939,0.52,16,39
273342,0.83,19,39
544720,0.48,97,40
260946,0.91,87,34
917010,0.84,27,82
462590,0.2,92,17
909280,0.16,77,30
989455,0.91,43,77
463033,0.22,91,26
221296,0.77,39,22
912959,0.34,1,32
822692,0.29,77,49
760849,0.88,17,73
231939,0.36,66,16
597233,0.06,50,64
710830,0.57,46,14
749941,0.19,80,41
991480,0.42,10,45
253700,0.86,98,5
929344,0.92,17,83
324486,0.63,47,50
712670,0.1,24,35
948325,0.69,60,17
378495,0.73,5,20
940029,0.44,88,73
483131,0.51,70,80
253746,0.15,58,100
367991,0.53,15,94
677044,0.79,87,57
539953,0.42,50,78
283317,0.34,63,56
163750,0.8,31,47
817101,0.78,70,62
975657,0.65,65,78
451070,0.98,45,49
720405,0.07,50,60
391099,0.31,56,96
169258,0.68,90,62
652372,0.15,68,79
907888,0.01,53,72
593333,0.45,75,81
438033,0.73,7,53
181587,0.54,44,29
656314,0.28,2,71
900175,0.07,6,96
490872,0.86,70,61
280896,0.86,33,83
247978,0.44,9,56
615011,0.84,60,66
376851,0.69,84,99
355780,0.34,13,89
303449,0.61,0,16
836403,0.86,63,37
139948,0.76,14,65
127593,0.08,43,11
155132,0.19,96,17
622752,0.59,88,50
387382,0.35,2,71
932259,0.17,60,22
235898,0.65,59,28
407069,0.14,38,90
400460,0.02,95,41
823686,0.29,26,78
529606,0.16,73,95
467249,0.62,18,41
794004,0.92,99,14
821915,0.18,78,80
718495,0.01,54,32
869879,0.04,5,31
937135,0.82,57,31
421576,0.82,71,9
606242,0.94,75,30
648791,0.88,12,87
778343,0.02,30,54
751029,0.94,58,44
185829,0.3,11,45
231022,0.96,13,57
897810,0.08,90,65
279327,0.88,58,69
748338,0.96,1,14
294254,0.32,27,61
252148,0.5,82,9
405052,0.09,7,15
268996,0.55,28,34
130830,0.02,43,28
670974,0.92,44,36
764922,0.01,40,19
389650,0.78,84,94
620349,0.59,28,59
766868,0.48,100,42
881783,0.64,86,60
494528,0.3,12,26
867120,0.68,94,67
867252,0.41,78,58
807392,0.51,22,78
111907,0.83,100,22
785327,0.57,48,6
189131,0.83,2,30
362602,0.74,2,40
773372,0,0,23
447281,0.61,86,96
425922,0.86,26,11
980257,0.24,59,30
221203,0.01,90,9
969724,0.75,51,0
233868,0.03,100,61
370523,0.09,85,9
445507,0.05,78,26
864728,0.24,79,95
955380,0.12,84,43
152719,1,5,83
382396,0.94,68,26
578159,0,48,8
623854,0.09,32,58
210788,0.41,100,75
309070,0.53,18,86
443443,0.67,93,55
790152,0.81,72,19
721513,0.51,14,57
362663,0.65,67,69
841496,0.66,53,92
564688,0.84,2,50
348705,0.09,95,19
105971,0.55,38,89
434284,0.75,4,2
367070,0.75,80,40
432215,0.79,18,22
261828,0.92,50,99
227119,0.68,54,39
857221,0.99,15,100
714565,0.44,82,91
297094,0.3,39,99
224534,0.51,25,64
820712,0.03,8,20
117449,0.65,13,28
361569,0.09,79,46
168721,0.02,90,9
204604,0.7,97,66
191933,0.78,88,53
602422,0.4,46,34
313621,0.22,20,42
934708,0.37,24,92
296149,0.6,8,76
116293,0.22,11,85
647307,0.85,29,44
430974,0.19,37,31
155314,0.66,32,0
126666,0.92,15,17
654082,0.68,83,56
388356,0.59,45,92
145421,0.18,32,99
483119,0.32,33,74
519867,0.66,0,67
784073,0.06,66,95
736433,0.59,63,47
668017,0.71,92,93
120772,0.61,75,39
321029,0.22,10,6
517177,0.44,49,38
944211,0.41,36,62
405268,0.06,30,15
537970,0.89,53,11
311813,0.59,42,82
254769,0.95,21,64
915622,0.58,83,30
807638,0.86,14,66
131563,0.5,0,65
972608,0.72,40,81
200568,0.73,14,21
848273,0.51,97,21
110546,0.08,70,34
726996,0.7,57,38
133725,0.15,3,87
945701,0.24,12,75
184096,0.08,44,75
657844,0.76,9,86
336974,0.05,61,73
687147,0.39,73,96
968117,0.93,65,27
557366,0.09,52,62
717135,0.75,87,35
356003,0.92,43,85
696606,0.48,12,13
486217,0.14,82,38
945022,0.85,32,55
669682,0.63,36,62
869869,0.89,39,80
423049,0.67,87,44
655455,0.15,57,25
821679,0.9,4,58
744590,0.98,89,79
707767,0.92,73,51
547831,0.24,32,37
801551,0.6,28,51
181009,0.61,5,90
304791,0.41,47,79
906919,0.78,100,24
807477,0.93,31,68
178209,0.38,37,69
490859,0.21,84,98
299450,0.34,64,65
776233,0.06,14,20
836344,0.54,20,86
412051,0.94,71,17
240827,0.08,2,18
482049,0.83,85,42
607052,0.96,74,42
372721,0.96,85,59
415791,0.3,82,65
838056,0.56,93,0
733157,0.6,14,97
759729,0.08,47,99
318177,0.13,98,8
660863,0.15,96,0
828361,0.4,95,96
160160,0.99,95,47
927913,0.43,48,84
131784,0.95,21,82
639703,0.82,53,61
752176,0.94,11,48
698716,0.57,46,49
312226,0.32,66,79
636465,0.04,77,74
599635,0.56,39,100
860125,0.83,80,63
262030,0.54,97,7
967166,0.75,16,97
966910,0.95,76,97
301598,0.89,94,38
517542,0.36,97,0
250215,0.05,92,98
707041,0.29,26,24
476914,0.77,43,2
590697,0.98,1,78
738231,0.54,88,51
103725,0.57,47,27
925678,0.36,42,80
309897,0.93,66,18
685619,0.52,49,32
462159,0.63,75,31
720883,0.28,20,69
408659,0.95,89,89
117663,0.32,74,82
324713,0.3,65,25
800619,0.2,3,69
734267,0.23,51,27
727067,0.31,75,45
765456,0.57,10,86
673371,0.18,39,29
708664,0.36,58,9
337403,0.86,97,5
160802,0.05,38,32
452701,0.8,3,43
632612,0.51,34,3
361355,0.57,71,19
424131,0.11,87,52
454155,0.35,45,12
366167,0.66,95,93
424849,0.66,71,52
560156,0.9,54,89
710869,0.84,26,80
230331,0.11,34,44
955868,0.69,39,0
105014,0.54,65,13
930064,0.03,31,54
805503,0.04,3,18
779404,0.48,78,61
687497,0.95,57,8
229976,0.73,48,0
474809,0.5,48,48
143288,0.16,52,26
350660,0.18,28,99
834989,0.24,29,54
591513,0.18,58,44
799764,0.56,5,20
683434,0.2,10,40
358257,0.48,10,69
436083,0.36,58,40
819991,0.93,49,33
273914,0.58,92,13
938256,0.39,83,59
295837,0.72,53,42
900145,0.7,35,51
254424,0.15,70,46
307566,0.96,66,97
257866,0.02,85,1
885928,0.21,95,71
867191,0.9,2,98
945179,0.95,73,75
717878,0.41,43,26
673318,0.6,29,82
490636,0.96,57,19
512293,0.19,84,83
361914,0.68,76,39
429412,0.97,85,50
444358,0.93,42,83
371349,0.86,11,67
127404,0.84,7,78
198715,0.71,35,53
126817,0.64,67,21
746857,0.35,90,17
692497,0.01,52,71
555154,0.44,96,55
846520,0.66,40,87
170721,0.33,64,94
626713,0.03,32,64
734124,0.77,73,82
253921,0.12,72,90
166535,0.93,30,30
484420,0.71,14,88
871132,0.32,41,38
850205,0.21,28,27
879192,0.21,88,2
214109,0.28,25,58
929209,0,39,30
737628,0.77,49,100
397833,0.68,20,18
886063,0.78,32,95
322979,0.79,89,7
172328,0.67,46,28
878623,0.51,77,0
924083,0.59,97,43
353243,0.27,62,27
336326,0.3,73,92
781511,0.46,6,35
689821,0.1,46,94
182102,0.46,44,12
687175,0.08,55,71
508018,0.79,3,20
441247,0.28,14,97
503866,0.4,71,27
272890,0.11,38,49
988063,0.26,18,9
500634,0.81,80,25
989576,0.74,28,4
896491,0.34,11,92
579424,0.02,91,87
610307,0.26,84,91
635075,0.94,36,35
451775,0.62,56,17
168267,0.77,90,23
205419,0.61,68,81
201263,0.33,25,59
193652,0.29,58,63
642939,0.37,48,83
214750,0.54,40,61
701000,0.02,12,46
261888,0.27,38,27
666282,0.61,80,16
343310,0.2,38,37
690050,0.29,96,46
564937,0.42,32,30
581511,0.52,100,28
594390,0.25,11,44
982945,0.26,38,2
874037,0.37,88,89
561340,0.54,2,87
975417,0.68,100,11
525299,0.91,7,75
102979,0.25,23,49
681453,0.17,34,96
735341,0.19,43,31
177820,0.61,29,15
166265,0.78,15,96
292845,0.9,17,61
690543,0.9,100,12
926237,0.72,98,84
506538,0.74,91,51
449242,0.11,26,18
309713,0.41,97,11
803611,0.11,48,0
367921,0.79,43,45
797455,0.36,85,7
516781,0.62,62,11
960419,0.77,3,87
606462,0.14,28,0
986268,0.07,23,22
351880,0.69,6,81
510105,0.54,17,6
255131,0.5,67,60
940247,0.32,26,21
554436,0.37,73,26
562308,0.47,13,61
401339,0.29,97,55
255949,0.91,3,76
370881,0.65,35,59
870121,0.18,39,44
927858,0.65,13,35
231523,0.9,3,33
313042,0.74,98,4
333118,0.92,7,48
460993,0.63,46,74
140293,0.75,74,42
617984,0.13,96,26
547571,0.19,51,32
114115,0.26,94,34
737930,0.8,3,65
303278,0.71,81,2
298472,0.34,80,79
387261,0.02,94,22
379125,0,14,34
726579,0.84,47,31
886838,0.48,72,92
928522,0.14,41,100
795826,0.95,90,22
415939,0.11,20,19
549693,0.18,92,8
940946,0.9,17,70
801861,0.86,59,39
579938,0.37,10,75
838798,0.06,95,15
762259,0.01,50,18
667553,0.52,47,91
796600,0.45,61,4
729903,0.6,86,40
864102,0.28,17,86
434009,0.39,80,15
722471,0.14,19,56
770538,0.75,31,93
674089,0.86,66,20
158095,0.42,0,97
986179,0.12,55,15
998828,0.11,7,65
748073,0.88,86,82
702058,0.01,39,10
777032,0.48,22,46
633143,0.85,83,0
363589,0.93,57,82
834960,0.82,39,88
185638,0.67,30,100
252050,0.46,88,72
936297,0.99,100,74
305839,0.26,77,14
920630,0.55,80,44
113037,0.84,91,100
276424,0.31,94,25
807617,0.06,20,83
256922,0.5,6,46
350373,0.12,6,16
630054,0.96,67,24
503346,0.69,0,99
884652,0.76,45,19
852295,0.37,52,23
167575,0.57,100,83
239101,0.46,22,87
785431,0.62,57,0
642506,0.63,67,67
206807,0.29,88,6
731770,0.83,3,98
717552,0.84,83,6
542142,0.25,23,28
454692,0.53,93,25
392101,0.69,30,24
825291,0.29,76,78
315785,0.38,1,36
585463,0.28,19,48
130033,0.29,37,27
341500,0.44,35,73
903448,0.41,39,14
622455,0.13,91,18
734041,0.74,23,24
647310,0.18,88,45
239691,0.46,48,39
839881,0.08,45,70
366194,0.23,28,40
772281,0.61,28,3
663234,0.29,18,30
957987,0.62,85,67
185630,0.84,66,78
497901,0.3,28,86
302373,0.57,80,99
389401,0.28,46,6
677011,0.21,90,66
635994,0.1,83,58
674917,0.29,14,53
278293,0.05,46,66
281079,0.41,39,27
657383,0.79,46,15
205865,0.06,69,5
862753,0.76,41,93
477518,0.48,45,55
829485,0,66,18
180109,0.92,67,59
264682,0.8,71,21
323329,0.15,86,77
578489,0.36,11,100
661912,0.98,81,70
108471,0.25,61,20
158470,0.2,48,26
177851,0.21,53,25
248565,0.64,15,92
627456,0.48,57,43
286697,0.59,49,68
625069,0.54,77,84
234629,0.23,4,40
470418,0.06,59,21
250937,0.29,54,84
809854,0.31,31,21
762345,0.93,1,3
284082,0.08,15,51
151485,0.36,53,22
264445,0.22,22,6
396110,0.81,34,21
911435,0.68,70,16
687921,0.82,76,59
535931,0.06,79,62
321543,0.92,4,49
102274,0.35,50,24
659090,0.31,51,99
538196,0.91,24,63
452151,0.41,54,78
593587,0.06,81,56
247146,0.38,13,49
495429,0.66,96,95
318326,0.25,14,78
523911,0.18,90,44
581818,0.73,93,6
822365,0.84,19,81
126120,0.28,63,23
677657,0.04,11,1
906873,0.55,12,12
165640,0.28,55,78
104835,0.38,44,68
940290,0.15,16,99
134895,0.5,38,38
189668,0.31,40,20
154058,0.16,13,83
140213,0.36,15,78
306309,0.8,58,49
843198,0.63,11,43
537123,0.14,30,2
494655,0.63,30,64
812303,0.97,39,30
165186,0.97,80,26
438417,0.95,34,38
984876,0.01,26,91
123590,0.46,85,85
199272,0.75,73,1
729532,0.16,2,19
243614,0.86,16,43
114071,0.04,49,66
652131,0.52,27,70
523354,0.42,26,92
897616,0.66,27,75
520798,0.44,45,39
135399,0.2,46,47
668684,0.81,70,96
864566,0.48,30,70
150735,0.32,19,70
455179,0.78,7,2
645166,0.77,80,60
747967,0.09,47,86
151049,0.27,59,40
715371,0.08,28,91
885955,0.44,56,72
334465,0.3,46,37
955492,0.41,62,76
550645,0.51,50,37
641406,0.55,20,73
894197,0.07,32,40
897149,0.85,30,64
142174,0.83,4,85
102010,0.14,21,46
149927,0.45,98,63
999139,0.28,42,48
225073,0.08,90,53
904994,0.14,0,53
956065,0.1,83,69
964057,0.57,98,68
873931,0.53,64,30
485641,0.01,90,61
230734,0.76,100,93
295005,0.15,47,65
931415,0.29,100,59
537531,0.35,60,100
874880,0.09,12,72
975851,0.78,85,10
862720,0.28,26,55
561105,0.77,33,76
104198,0.51,43,4
875500,0.22,35,80
243959,0.46,94,33
452686,0.7,71,35
662506,0,49,94
739072,0.76,16,77
752000,0.93,19,64
436581,0.93,87,24
617035,0.62,78,28
